id,pred,conf,abstain,source name
114,Binaries,0.6206596205526985,False,2CXO J001129.3-151828
115,,0.0,True,2CXO J001129.9+523744
116,,0.0,True,2CXO J001129.9+523744
117,YSO,0.5192799429858042,False,2CXO J001129.9+523744
118,Binaries,0.49097931790690486,False,2CXO J001131.6-152320
119,,0.0,True,2CXO J001131.6-152320
120,AGN,0.8297161741773799,False,2CXO J001139.9-152340
121,AGN,0.7140517476914193,False,2CXO J001144.5-151553
122,AGN,0.6455646376686117,False,2CXO J001144.7-153224
123,AGN,0.5834951854210735,False,2CXO J001158.3+522443
124,AGN,0.7335479568900152,False,2CXO J001158.3+522443
125,,0.0,True,2CXO J001210.7-271208
126,Stars,0.4620786801819505,False,2CXO J001211.5+523155
127,YSO,0.4752562395635763,False,2CXO J001211.5+523155
128,AGN,0.7311157410025152,False,2CXO J001212.1-271011
129,Binaries,0.49097931790690486,False,2CXO J001215.5+723209
130,YSO,0.6137656056787889,False,2CXO J001221.8+523520
131,AGN,0.6847526240411591,False,2CXO J001221.8+523520
132,AGN,0.5692419812750312,False,2CXO J001224.6-272008
135,Binaries,0.4932353767522205,False,2CXO J001248.0-303218
136,AGN,0.8978190034554846,False,2CXO J001300.5-270751
137,,0.0,True,2CXO J001308.5-193735
138,Binaries,0.546753090650992,False,2CXO J001309.2-272635
142,AGN,0.6382166530713401,False,2CXO J001327.8-272242
143,AGN,0.6297999367557094,False,2CXO J001331.0-193731
145,AGN,0.7311157410025152,False,2CXO J001331.4-270742
146,,0.0,True,2CXO J001331.8-272206
147,Binaries,0.8904899475986383,False,2CXO J001332.3-272610
150,AGN,0.4844026432628079,False,2CXO J001342.8-192156
151,AGN,0.48225528545615653,False,2CXO J001344.0-230618
153,AGN,0.6687018348203844,False,2CXO J001345.9-192111
154,AGN,0.8218339319649651,False,2CXO J001346.6-493923
155,AGN,0.584925565454394,False,2CXO J001350.1+792651
156,AGN,0.7224303282089063,False,2CXO J001351.5-302500
157,Binaries,0.4949939368269801,False,2CXO J001351.5-302500
158,AGN,0.6647131360250154,False,2CXO J001351.5-302500
160,AGN,0.6004516242799057,False,2CXO J001351.9-493956
161,AGN,0.6102948319901667,False,2CXO J001359.9-390303
162,AGN,0.7996473317190766,False,2CXO J001400.8-493633
163,AGN,0.8513337253187306,False,2CXO J001402.5-493917
167,AGN,0.4773647438174889,False,2CXO J001408.1-493756
169,AGN,0.6647131360250154,False,2CXO J001418.2-495051
172,,0.0,True,2CXO J001421.4-494117
177,,0.0,True,2CXO J001429.5-493746
179,AGN,0.6630271659153129,False,2CXO J001442.1-495311
183,Binaries,0.47312792510692775,False,2CXO J001448.9-392230
186,,0.0,True,2CXO J001455.0-494947
188,,0.0,True,2CXO J001458.9-273950
191,,0.0,True,2CXO J001511.8-494627
192,AGN,0.8013571749224789,False,2CXO J001512.6-495842
193,AGN,0.6045689457726069,False,2CXO J001521.8-494751
194,,0.0,True,2CXO J001524.0+171401
202,AGN,0.7971486123807835,False,2CXO J001554.6-272243
203,YSO,0.6467297349045941,False,2CXO J001600.2-273247
205,AGN,0.6557214626737636,False,2CXO J001604.3-270731
206,Binaries,0.6516693129794794,False,2CXO J001631.0+791649
207,,0.0,True,2CXO J001631.0+791649
208,,0.0,True,2CXO J001643.1-270632
209,AGN,0.5670816874738172,False,2CXO J001702.0+320921
