source_name,n_detections,n_classified,n_abstained,final_classification,agreement_count,agreement_rate,n_unique_classes,all_classes,avg_confidence_final_class,avg_confidence_all,interestingness_score,bmu_x,bmu_y,edge_bmu,truncated_R
2CXO J195952.7+404819,50,18,32,Binaries,9,0.5,4,"{'Stars': 2, 'Binaries': 9, 'AGN': 6, 'YSO': 1}",0.6589,0.6484,100.0,28,17,False,False
2CXO J004353.6+411655,24,8,16,Binaries,3,0.375,3,"{'Stars': 2, 'Binaries': 3, 'YSO': 3}",0.6038,0.601,45.0,1,26,False,False
2CXO J232328.8+584943,26,7,19,Stars,4,0.5714,2,"{'Stars': 4, 'YSO': 3}",0.7224,0.7052,22.2857,29,14,False,False
2CXO J095551.4+694036,25,7,18,Binaries,4,0.5714,2,"{'AGN': 3, 'Binaries': 4}",0.7085,0.7557,21.4286,2,20,False,False
2CXO J004247.1+411628,76,37,39,Binaries,32,0.8649,2,"{'AGN': 5, 'Binaries': 32}",0.718,0.7136,20.5405,12,18,False,False
2CXO J004245.9+411036,13,4,9,AGN,2,0.5,3,"{'Stars': 1, 'AGN': 2, 'Binaries': 1}",0.7516,0.6705,19.5,24,13,False,False
2CXO J031948.2+413042,25,11,14,Binaries,7,0.6364,2,"{'AGN': 4, 'Binaries': 7}",0.8071,0.7644,18.1818,30,0,True,True
2CXO J173027.9-213142,9,3,6,Binaries,1,0.3333,3,"{'Stars': 1, 'YSO': 1, 'Binaries': 1}",0.6804,0.6453,18.0,34,0,True,True
2CXO J055646.2-331026,8,3,5,Binaries,1,0.3333,3,"{'YSO': 1, 'Binaries': 1, 'Stars': 1}",0.7659,0.6642,16.0,24,10,False,False
2CXO J171518.7+573931,10,6,4,Binaries,3,0.5,3,"{'YSO': 1, 'Binaries': 3, 'AGN': 2}",0.7257,0.6903,15.0,33,38,False,False
2CXO J095550.3+694036,12,6,6,AGN,3,0.5,2,"{'Binaries': 3, 'AGN': 3}",0.7883,0.7519,12.0,32,8,False,False
2CXO J053754.3-690222,23,4,19,Binaries,3,0.75,2,"{'Binaries': 3, 'YSO': 1}",0.5572,0.5582,11.5,33,18,False,False
2CXO J052516.7-693838,15,8,7,AGN,6,0.75,3,"{'Binaries': 1, 'AGN': 6, 'Stars': 1}",0.6963,0.6922,11.25,28,4,False,False
2CXO J132538.4-430203,15,8,7,YSO,6,0.75,3,"{'Binaries': 1, 'YSO': 6, 'Stars': 1}",0.677,0.6583,11.25,35,20,False,False
2CXO J052538.3-693542,16,3,13,Binaries,2,0.6667,2,"{'Binaries': 2, 'YSO': 1}",0.5638,0.6172,10.6667,3,37,False,False
2CXO J053429.2-052355,7,4,3,Stars,2,0.5,3,"{'Stars': 2, 'YSO': 1, 'Binaries': 1}",0.6658,0.6602,10.5,3,34,False,False
2CXO J104423.2-595938,8,5,3,Stars,3,0.6,3,"{'YSO': 1, 'Stars': 3, 'Binaries': 1}",0.6627,0.6916,9.6,0,32,True,True
2CXO J175233.2-293946,11,7,4,YSO,4,0.5714,2,"{'AGN': 3, 'YSO': 4}",0.6839,0.6647,9.4286,15,27,False,False
2CXO J004344.6+412410,11,5,6,Binaries,3,0.6,2,"{'Binaries': 3, 'AGN': 2}",0.6263,0.6736,8.8,19,16,False,False
2CXO J083453.0-451255,12,3,9,Binaries,2,0.6667,2,"{'Binaries': 2, 'YSO': 1}",0.5849,0.6459,8.0,36,3,False,False
2CXO J182218.0-160425,7,2,5,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.6627,0.6133,7.0,0,31,True,True
2CXO J155614.5+662319,21,12,9,AGN,10,0.8333,2,"{'AGN': 10, 'YSO': 2}",0.7083,0.6968,7.0,23,33,False,False
2CXO J004248.4+412521,32,10,22,Binaries,9,0.9,2,"{'Binaries': 9, 'AGN': 1}",0.6039,0.6267,6.4,7,1,False,False
2CXO J232327.9+584842,36,12,24,Stars,11,0.9167,2,"{'Stars': 11, 'YSO': 1}",0.7105,0.7008,6.0,37,0,True,True
2CXO J010055.7-215329,4,4,0,AGN,2,0.5,3,"{'AGN': 2, 'YSO': 1, 'Binaries': 1}",0.8163,0.7588,6.0,12,12,False,False
2CXO J131327.4+363538,3,3,0,AGN,1,0.3333,3,"{'AGN': 1, 'Binaries': 1, 'YSO': 1}",0.8452,0.686,6.0,22,0,True,True
2CXO J010027.4-335111,13,9,4,AGN,7,0.7778,2,"{'AGN': 7, 'YSO': 2}",0.6331,0.6312,5.7778,5,28,False,False
2CXO J004244.8+411739,8,3,5,AGN,2,0.6667,2,"{'AGN': 2, 'Binaries': 1}",0.673,0.6823,5.3333,25,5,False,False
2CXO J181032.7-191754,8,3,5,YSO,2,0.6667,2,"{'YSO': 2, 'AGN': 1}",0.5473,0.5664,5.3333,15,29,False,False
2CXO J013402.0+303004,5,2,3,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.8157,0.7091,5.0,13,21,False,False
2CXO J055154.5+323025,5,2,3,Binaries,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.6027,0.5977,5.0,21,20,False,False
2CXO J104513.4-595752,5,2,3,YSO,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.5922,0.5803,5.0,23,9,False,False
2CXO J163925.1+464146,5,2,3,YSO,1,0.5,2,"{'YSO': 1, 'Stars': 1}",0.7723,0.75,5.0,16,34,False,False
2CXO J175134.0-293103,5,2,3,Binaries,1,0.5,2,"{'YSO': 1, 'Binaries': 1}",0.7371,0.6752,5.0,36,24,False,False
2CXO J151349.7-590131,12,10,2,Stars,8,0.8,2,"{'Stars': 8, 'YSO': 2}",0.6352,0.6527,4.8,0,38,True,True
2CXO J020819.6+105743,7,6,1,Binaries,4,0.6667,2,"{'AGN': 2, 'Binaries': 4}",0.6931,0.6907,4.6667,20,9,False,False
2CXO J111133.6-603723,7,3,4,Binaries,2,0.6667,2,"{'Binaries': 2, 'YSO': 1}",0.695,0.6647,4.6667,39,28,True,True
2CXO J232333.8+585005,7,3,4,Stars,2,0.6667,2,"{'Binaries': 1, 'Stars': 2}",0.7201,0.6759,4.6667,35,3,False,False
2CXO J140414.2+542604,16,7,9,YSO,6,0.8571,2,"{'YSO': 6, 'Stars': 1}",0.6827,0.6775,4.5714,7,31,False,False
2CXO J024401.5+322410,6,6,0,AGN,4,0.6667,2,"{'AGN': 4, 'Binaries': 2}",0.6879,0.6743,4.0,16,14,False,False
2CXO J031851.0+414151,6,3,3,Binaries,2,0.6667,2,"{'AGN': 1, 'Binaries': 2}",0.6473,0.7211,4.0,18,0,True,True
2CXO J104419.5-595937,6,3,3,Stars,2,0.6667,2,"{'Stars': 2, 'Binaries': 1}",0.6627,0.717,4.0,0,32,True,True
2CXO J104419.8-595923,6,3,3,Stars,2,0.6667,2,"{'Stars': 2, 'Binaries': 1}",0.6627,0.717,4.0,0,32,True,True
2CXO J104420.0-595917,6,3,3,Stars,2,0.6667,2,"{'Stars': 2, 'Binaries': 1}",0.6627,0.717,4.0,0,32,True,True
2CXO J123030.4+414142,6,3,3,Binaries,2,0.6667,2,"{'AGN': 1, 'Binaries': 2}",0.6804,0.6525,4.0,16,10,False,False
2CXO J201333.7-565349,5,5,0,AGN,3,0.6,2,"{'YSO': 2, 'AGN': 3}",0.7413,0.6776,4.0,27,39,True,True
2CXO J004303.1+411015,4,2,2,Binaries,1,0.5,2,"{'YSO': 1, 'Binaries': 1}",0.5806,0.5754,4.0,33,39,True,True
2CXO J010100.0-220332,4,2,2,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7866,0.7106,4.0,2,29,False,False
2CXO J010205.9-221034,4,2,2,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6429,0.5872,4.0,20,30,False,False
2CXO J010329.3-214552,4,2,2,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7619,0.6878,4.0,25,21,False,False
2CXO J061705.1+222127,4,2,2,Binaries,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.6737,0.6736,4.0,27,4,False,False
2CXO J104552.2-595644,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104552.6-595653,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104553.1-595637,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104553.1-595657,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104553.3-595649,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104553.6-595640,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104553.6-595700,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104554.5-595656,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104554.7-595654,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104554.8-595644,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104555.2-595649,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104555.6-595649,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104557.1-595639,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J104557.9-595651,4,2,2,YSO,1,0.5,2,"{'Stars': 1, 'YSO': 1}",0.7679,0.7162,4.0,34,0,True,True
2CXO J125802.0+282722,4,4,0,YSO,2,0.5,2,"{'AGN': 2, 'YSO': 2}",0.6852,0.643,4.0,1,4,False,False
2CXO J135818.5-644051,4,2,2,YSO,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.7679,0.71,4.0,39,3,True,True
2CXO J233330.8-531212,4,4,0,AGN,2,0.5,2,"{'YSO': 2, 'AGN': 2}",0.6769,0.6703,4.0,30,35,False,False
2CXO J140318.2+541823,10,5,5,AGN,4,0.8,2,"{'AGN': 4, 'Binaries': 1}",0.6442,0.6358,4.0,13,8,False,False
2CXO J232325.8+585004,11,6,5,Stars,5,0.8333,2,"{'Stars': 5, 'YSO': 1}",0.7996,0.7943,3.6667,28,14,False,False
2CXO J031822.2-663603,9,5,4,Binaries,4,0.8,2,"{'Binaries': 4, 'YSO': 1}",0.6445,0.658,3.6,27,5,False,False
2CXO J170942.7-442908,19,11,8,AGN,10,0.9091,2,"{'AGN': 10, 'YSO': 1}",0.7249,0.7167,3.4545,15,25,False,False
2CXO J010532.7-721313,5,3,2,AGN,2,0.6667,2,"{'Stars': 1, 'AGN': 2}",0.7637,0.6954,3.3333,0,25,True,True
2CXO J042147.0+202348,5,3,2,AGN,2,0.6667,2,"{'AGN': 2, 'Binaries': 1}",0.6911,0.6849,3.3333,22,18,False,False
2CXO J104420.0-595913,5,3,2,Stars,2,0.6667,2,"{'Stars': 2, 'Binaries': 1}",0.6627,0.717,3.3333,0,31,True,True
2CXO J132849.2+471747,5,3,2,Binaries,2,0.6667,2,"{'Binaries': 2, 'AGN': 1}",0.6364,0.7023,3.3333,18,16,False,False
2CXO J173032.6-211936,8,5,3,YSO,4,0.8,2,"{'YSO': 4, 'Binaries': 1}",0.6758,0.6395,3.2,31,39,True,True
2CXO J004332.3+411040,11,7,4,Binaries,6,0.8571,2,"{'Binaries': 6, 'YSO': 1}",0.6436,0.6401,3.1429,37,12,False,False
2CXO J004334.3+411323,14,9,5,AGN,8,0.8889,2,"{'AGN': 8, 'Binaries': 1}",0.6938,0.6798,3.1111,4,23,False,False
2CXO J002540.8-122811,3,2,1,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6787,0.6051,3.0,0,1,True,True
2CXO J004226.4-334642,3,2,1,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6032,0.5773,3.0,20,33,False,False
2CXO J004349.2-202614,3,2,1,AGN,1,0.5,2,"{'AGN': 1, 'Stars': 1}",0.7024,0.6155,3.0,21,12,False,False
2CXO J010227.8-213638,3,2,1,Stars,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.7513,0.6576,3.0,15,38,False,False
2CXO J010332.0-213958,3,2,1,YSO,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7728,0.7459,3.0,3,12,False,False
2CXO J010340.5-215352,3,2,1,AGN,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.7024,0.6676,3.0,30,27,False,False
2CXO J020904.0+105728,3,2,1,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6635,0.6144,3.0,7,31,False,False
2CXO J090536.0-321901,3,2,1,Binaries,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.839,0.7563,3.0,25,0,True,True
2CXO J123059.5+122038,3,2,1,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.6821,0.6479,3.0,6,25,False,False
2CXO J132523.7-430137,3,2,1,Binaries,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.8048,0.6857,3.0,10,5,False,False
2CXO J133752.4-294233,3,2,1,YSO,1,0.5,2,"{'YSO': 1, 'Binaries': 1}",0.7119,0.6709,3.0,30,0,True,True
2CXO J134903.4+265843,3,2,1,Stars,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.7513,0.6576,3.0,6,39,True,True
2CXO J141413.3+360911,3,2,1,AGN,1,0.5,2,"{'AGN': 1, 'Stars': 1}",0.6572,0.6088,3.0,16,23,False,False
2CXO J174532.7-290552,3,2,1,Binaries,1,0.5,2,"{'YSO': 1, 'Binaries': 1}",0.7958,0.7557,3.0,36,31,False,False
2CXO J203426.1+600909,3,2,1,Binaries,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.6024,0.5655,3.0,25,20,False,False
2CXO J004239.9+411547,21,15,6,AGN,14,0.9333,2,"{'AGN': 14, 'Binaries': 1}",0.7731,0.7594,2.8,18,12,False,False
2CXO J033334.6-360936,4,3,1,AGN,2,0.6667,2,"{'AGN': 2, 'Binaries': 1}",0.8287,0.7717,2.6667,15,4,False,False
2CXO J095550.4+694101,4,3,1,YSO,2,0.6667,2,"{'YSO': 2, 'Stars': 1}",0.7395,0.7774,2.6667,39,2,True,True
2CXO J132546.0-425510,4,3,1,AGN,2,0.6667,2,"{'AGN': 2, 'YSO': 1}",0.5789,0.5635,2.6667,1,4,False,False
2CXO J193051.4+185505,4,3,1,Stars,2,0.6667,2,"{'Binaries': 1, 'Stars': 2}",0.6472,0.6194,2.6667,6,39,True,True
2CXO J053615.0-051530,5,4,1,AGN,3,0.75,2,"{'AGN': 3, 'YSO': 1}",0.7273,0.6833,2.5,19,32,False,False
2CXO J174033.3-534346,5,4,1,AGN,3,0.75,2,"{'AGN': 3, 'YSO': 1}",0.8452,0.7774,2.5,17,7,False,False
2CXO J234447.0-424038,5,4,1,AGN,3,0.75,2,"{'AGN': 3, 'YSO': 1}",0.6129,0.6671,2.5,13,27,False,False
2CXO J155453.3+661826,52,43,9,AGN,42,0.9767,2,"{'AGN': 42, 'YSO': 1}",0.6945,0.6919,2.4186,17,25,False,False
2CXO J010303.8-215653,6,5,1,AGN,4,0.8,2,"{'Binaries': 1, 'AGN': 4}",0.8784,0.8474,2.4,30,3,False,False
2CXO J104357.5-593247,6,5,1,Stars,4,0.8,2,"{'Stars': 4, 'Binaries': 1}",0.7352,0.7123,2.4,0,24,True,True
2CXO J122946.7+080002,7,6,1,Binaries,5,0.8333,2,"{'Binaries': 5, 'Stars': 1}",0.6928,0.6831,2.3333,0,33,True,True
2CXO J010247.8-221207,4,4,0,AGN,3,0.75,2,"{'AGN': 3, 'YSO': 1}",0.7641,0.7269,2.0,10,15,False,False
2CXO J093245.0+790820,4,4,0,AGN,3,0.75,2,"{'AGN': 3, 'YSO': 1}",0.6849,0.6573,2.0,22,20,False,False
2CXO J193049.5+185448,4,4,0,Stars,3,0.75,2,"{'Stars': 3, 'YSO': 1}",0.7058,0.7185,2.0,3,35,False,False
2CXO J010229.9-492426,3,3,0,Binaries,2,0.6667,2,"{'YSO': 1, 'Binaries': 2}",0.5895,0.6126,2.0,35,37,False,False
2CXO J013612.6+154958,3,3,0,YSO,2,0.6667,2,"{'AGN': 1, 'YSO': 2}",0.574,0.6406,2.0,8,13,False,False
2CXO J033851.4-353538,3,3,0,Binaries,2,0.6667,2,"{'Binaries': 2, 'Stars': 1}",0.6985,0.6635,2.0,0,34,True,True
2CXO J033851.8-353545,3,3,0,Binaries,2,0.6667,2,"{'Binaries': 2, 'Stars': 1}",0.6985,0.6635,2.0,0,34,True,True
2CXO J045356.9+024644,3,3,0,AGN,2,0.6667,2,"{'AGN': 2, 'Stars': 1}",0.7495,0.6843,2.0,16,15,False,False
2CXO J095531.4+690419,3,3,0,AGN,2,0.6667,2,"{'AGN': 2, 'YSO': 1}",0.599,0.5769,2.0,9,8,False,False
2CXO J122330.7+154506,3,3,0,YSO,2,0.6667,2,"{'AGN': 1, 'YSO': 2}",0.8073,0.8224,2.0,6,23,False,False
2CXO J124908.0-055612,3,3,0,AGN,2,0.6667,2,"{'AGN': 2, 'YSO': 1}",0.7915,0.7289,2.0,8,21,False,False
2CXO J130003.9+275550,3,3,0,AGN,2,0.6667,2,"{'AGN': 2, 'Binaries': 1}",0.7334,0.6765,2.0,18,20,False,False
2CXO J143244.5-442021,3,3,0,AGN,2,0.6667,2,"{'Binaries': 1, 'AGN': 2}",0.6489,0.6374,2.0,34,13,False,False
2CXO J181142.0-191942,3,3,0,YSO,2,0.6667,2,"{'YSO': 2, 'AGN': 1}",0.6365,0.6843,2.0,28,32,False,False
2CXO J202229.5+383149,3,3,0,Stars,2,0.6667,2,"{'YSO': 1, 'Stars': 2}",0.7101,0.6583,2.0,14,31,False,False
2CXO J223718.6+343405,3,3,0,AGN,2,0.6667,2,"{'AGN': 2, 'Binaries': 1}",0.6041,0.6096,2.0,25,26,False,False
2CXO J001221.8+523520,2,2,0,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6848,0.6493,2.0,23,30,False,False
2CXO J002245.2-715909,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.6482,0.6253,2.0,4,14,False,False
2CXO J004316.4+410348,2,2,0,Binaries,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.6668,0.6603,2.0,25,8,False,False
2CXO J004711.0-252332,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.6206,0.5575,2.0,23,27,False,False
2CXO J010209.8-212900,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.7801,0.6958,2.0,27,1,False,False
2CXO J010227.6-213634,2,2,0,Stars,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.7513,0.6576,2.0,6,39,True,True
2CXO J010241.6-214333,2,2,0,Binaries,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.6328,0.6082,2.0,22,18,False,False
2CXO J011440.7-730311,2,2,0,Stars,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.5932,0.5778,2.0,29,11,False,False
2CXO J022123.1+421722,2,2,0,YSO,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6996,0.6717,2.0,31,39,True,True
2CXO J024032.4+385914,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.7235,0.67,2.0,31,7,False,False
2CXO J034243.1-532851,2,2,0,Binaries,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.5847,0.5728,2.0,33,20,False,False
2CXO J044606.4-262956,2,2,0,YSO,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6532,0.6356,2.0,28,32,False,False
2CXO J045430.1+024809,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.6731,0.6176,2.0,13,1,False,False
2CXO J051626.7+062820,2,2,0,YSO,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.6996,0.6676,2.0,22,15,False,False
2CXO J052526.6+281546,2,2,0,Binaries,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.6724,0.6072,2.0,19,16,False,False
2CXO J052828.1-392215,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.6105,0.5872,2.0,4,39,True,True
2CXO J053540.2-051728,2,2,0,YSO,1,0.5,2,"{'YSO': 1, 'Binaries': 1}",0.7496,0.7047,2.0,35,35,False,False
2CXO J074241.3+651037,2,2,0,Stars,1,0.5,2,"{'YSO': 1, 'Stars': 1}",0.6689,0.6565,2.0,8,39,True,True
2CXO J083400.5-450125,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7058,0.6439,2.0,7,13,False,False
2CXO J084141.6-171225,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.7716,0.6872,2.0,33,6,False,False
2CXO J092108.5+453856,2,2,0,Binaries,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.7732,0.7218,2.0,28,3,False,False
2CXO J100857.0+114848,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.8622,0.7346,2.0,8,2,False,False
2CXO J104420.3-595856,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104420.4-595903,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104421.1-595901,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104422.4-595852,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104422.8-600004,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104424.6-600002,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J104425.8-600001,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.8256,0.7442,2.0,0,31,True,True
2CXO J111816.8+074558,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7191,0.6615,2.0,3,12,False,False
2CXO J120019.8-185235,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'Stars': 1}",0.814,0.7371,2.0,5,21,False,False
2CXO J122918.9+074515,2,2,0,YSO,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.6202,0.5573,2.0,28,26,False,False
2CXO J122937.1+074934,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.814,0.6681,2.0,24,8,False,False
2CXO J122938.0+074931,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.814,0.6681,2.0,24,8,False,False
2CXO J123036.8+121443,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.7456,0.7199,2.0,9,1,False,False
2CXO J124339.6+113317,2,2,0,AGN,1,0.5,2,"{'Binaries': 1, 'AGN': 1}",0.8283,0.6701,2.0,0,35,True,True
2CXO J124339.8+113307,2,2,0,YSO,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.6295,0.5707,2.0,0,35,True,True
2CXO J134903.4+265845,2,2,0,Stars,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.7513,0.6576,2.0,6,39,True,True
2CXO J151311.7-590240,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.6748,0.6693,2.0,0,39,True,True
2CXO J151312.2-590235,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.6748,0.6693,2.0,0,39,True,True
2CXO J151317.1-590135,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.6748,0.6125,2.0,0,39,True,True
2CXO J151353.1-590009,2,2,0,Binaries,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.5638,0.5499,2.0,1,39,True,True
2CXO J151651.3+070059,2,2,0,YSO,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6996,0.6651,2.0,31,39,True,True
2CXO J171648.2-624923,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.677,0.6398,2.0,18,12,False,False
2CXO J171858.6-345926,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'Binaries': 1}",0.7513,0.6576,2.0,18,39,True,True
2CXO J172353.9+660300,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.7466,0.6544,2.0,6,24,False,False
2CXO J181027.7-192046,2,2,0,YSO,1,0.5,2,"{'Binaries': 1, 'YSO': 1}",0.7439,0.6191,2.0,28,26,False,False
2CXO J182212.0+642037,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'Binaries': 1}",0.6246,0.6,2.0,27,21,False,False
2CXO J182431.9-243955,2,2,0,AGN,1,0.5,2,"{'AGN': 1, 'YSO': 1}",0.8843,0.7554,2.0,16,8,False,False
2CXO J201818.9-705130,2,2,0,Binaries,1,0.5,2,"{'Binaries': 1, 'Stars': 1}",0.8256,0.7215,2.0,0,33,True,True
2CXO J224939.5+110030,2,2,0,AGN,1,0.5,2,"{'YSO': 1, 'AGN': 1}",0.6644,0.6617,2.0,26,32,False,False
2CXO J234436.2-422455,2,2,0,Stars,1,0.5,2,"{'Stars': 1, 'AGN': 1}",0.5604,0.5567,2.0,3,25,False,False
2CXO J053747.4-691019,59,7,52,Binaries,7,1.0,1,{'Binaries': 7},0.6296,0.6296,0.0,37,4,False,False
2CXO J195952.3+404301,49,10,39,Binaries,10,1.0,1,{'Binaries': 10},0.6353,0.6353,0.0,30,6,False,False
2CXO J155625.0+662241,30,26,4,AGN,26,1.0,1,{'AGN': 26},0.7153,0.7153,0.0,13,18,False,False
2CXO J200001.9+404325,27,2,25,Stars,2,1.0,1,{'Stars': 2},0.6358,0.6358,0.0,19,39,True,True
2CXO J195859.6+404154,23,6,17,Binaries,6,1.0,1,{'Binaries': 6},0.6578,0.6578,0.0,19,16,False,False
2CXO J155432.7+661534,18,17,1,AGN,17,1.0,1,{'AGN': 17},0.7131,0.7131,0.0,17,10,False,False
2CXO J112439.1-591619,16,5,11,Binaries,5,1.0,1,{'Binaries': 5},0.6233,0.6233,0.0,33,0,True,True
2CXO J013253.9+303311,13,6,7,AGN,6,1.0,1,{'AGN': 6},0.7628,0.7628,0.0,24,7,False,False
2CXO J063354.3+174614,13,13,0,AGN,13,1.0,1,{'AGN': 13},0.8667,0.8667,0.0,19,2,False,False
2CXO J130931.2-232659,13,10,3,AGN,10,1.0,1,{'AGN': 10},0.741,0.741,0.0,23,29,False,False
2CXO J172143.6+654602,13,11,2,AGN,11,1.0,1,{'AGN': 11},0.7159,0.7159,0.0,16,13,False,False
2CXO J174802.6-244602,12,2,10,YSO,2,1.0,1,{'YSO': 2},0.8002,0.8002,0.0,39,21,True,True
2CXO J151341.1-590045,11,10,1,Stars,10,1.0,1,{'Stars': 10},0.6332,0.6332,0.0,1,39,True,True
2CXO J181129.2-192527,11,0,11,,0,0.0,0,{},0.0,0.0,0.0,39,20,True,True
