source_name,n_detections,n_classified,n_abstained,final_classification,agreement_count,agreement_rate,n_unique_classes,all_classes,avg_confidence_final_class,avg_confidence_all,interestingness_score,bmu_x,bmu_y,edge_bmu,truncated_R
2CXO J170243.6-260513,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,14,False,False
2CXO J170244.5-484942,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6644,0.6644,0.0,31,2,False,False
2CXO J170258.6-300246,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6045,0.6045,0.0,6,7,False,False
2CXO J170259.5-485931,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,31,False,False
2CXO J170310.4-483951,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5934,0.5934,0.0,36,25,False,False
2CXO J170311.1+334955,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8218,0.8218,0.0,17,0,True,True
2CXO J170326.7+515726,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6483,0.6483,0.0,20,22,False,False
2CXO J170409.6+514710,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8551,0.8551,0.0,7,16,False,False
2CXO J170438.7+603654,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6027,0.6027,0.0,33,6,False,False
2CXO J170443.5+604452,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6382,0.6382,0.0,3,11,False,False
2CXO J170443.7+604448,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8044,0.8044,0.0,5,17,False,False
2CXO J170454.7+604837,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,18,False,False
2CXO J170541.2+365752,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7024,0.7024,0.0,19,11,False,False
2CXO J170542.6-095552,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,28,False,False
2CXO J170630.8-100330,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,29,21,False,False
2CXO J170802.5-250449,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,16,31,False,False
2CXO J170813.7-251553,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,4,True,True
2CXO J170822.2-251434,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6644,0.6644,0.0,31,2,False,False
2CXO J170854.2-321856,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,4,False,False
2CXO J170856.6-321941,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,9,31,False,False
2CXO J170857.3+230751,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,22,False,False
2CXO J170903.0-442638,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,9,False,False
2CXO J170916.2+215522,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,28,False,False
2CXO J170922.6-443008,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7221,0.7221,0.0,36,35,False,False
2CXO J170957.0-442634,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,38,False,False
2CXO J171004.9-321203,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5703,0.5703,0.0,33,39,True,True
2CXO J171152.8-393051,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5562,0.5562,0.0,23,31,False,False
2CXO J171205.3+585015,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,12,False,False
2CXO J171215.0-232242,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.585,0.585,0.0,33,8,False,False
2CXO J171223.7-405034,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,18,True,True
2CXO J171231.8-232025,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,21,False,False
2CXO J171236.7-373841,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,32,True,True
2CXO J171236.7-393706,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6572,0.6572,0.0,16,23,False,False
2CXO J171237.1-232025,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6894,0.6894,0.0,27,10,False,False
2CXO J171239.1+640805,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7897,0.7897,0.0,20,23,False,False
2CXO J171300.5+572531,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,3,23,False,False
2CXO J171349.8+501447,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,17,False,False
2CXO J171352.3+584202,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,5,False,False
2CXO J171401.6-292147,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,10,False,False
2CXO J171403.0+501224,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7945,0.7945,0.0,11,14,False,False
2CXO J171405.4-202749,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7665,0.7665,0.0,27,7,False,False
2CXO J171412.8-293413,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,28,True,True
2CXO J171413.0-293255,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.693,0.693,0.0,25,37,False,False
2CXO J171424.4+413403,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6772,0.6772,0.0,9,26,False,False
2CXO J171431.4-292650,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,0,True,True
2CXO J171431.9+572155,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7897,0.7897,0.0,20,23,False,False
2CXO J171437.5-340501,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6256,0.6256,0.0,5,12,False,False
2CXO J171446.1+672043,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8792,0.8792,0.0,6,21,False,False
2CXO J171449.8-291955,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,14,False,False
2CXO J171453.2-292436,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,38,24,False,False
2CXO J171459.7-292521,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,3,0,True,True
2CXO J171500.1+595611,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,1,True,True
2CXO J171521.9+594709,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6429,0.6429,0.0,1,2,False,False
2CXO J171535.3+573944,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.831,0.831,0.0,11,17,False,False
2CXO J171541.4-293230,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5942,0.5942,0.0,32,1,False,False
2CXO J171553.4+572202,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6687,0.6687,0.0,2,4,False,False
2CXO J171636.7-362105,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,31,False,False
2CXO J171653.1+572812,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.9197,0.9197,0.0,20,1,False,False
2CXO J171706.3+304007,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6447,0.6447,0.0,4,3,False,False
2CXO J171723.7-383232,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6792,0.6792,0.0,11,30,False,False
2CXO J171745.0-321123,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6679,0.6679,0.0,29,39,True,True
2CXO J171748.3+670544,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5835,0.5835,0.0,22,18,False,False
2CXO J171803.8+425622,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,28,False,False
2CXO J171805.2-361039,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7335,0.7335,0.0,22,27,False,False
2CXO J171807.7+670646,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8542,0.8542,0.0,14,2,False,False
2CXO J171808.4-321654,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5385,0.5385,0.0,15,29,False,False
2CXO J171810.9-234721,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,4,True,True
2CXO J171812.2-321929,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,14,29,False,False
2CXO J171849.5+600121,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,18,False,False
2CXO J171858.6-183012,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,28,9,False,False
2CXO J171900.0+671443,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8354,0.8354,0.0,18,9,False,False
2CXO J171929.3-360739,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,15,False,False
2CXO J171944.8-360555,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.0-360516,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.1-360559,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.2-360604,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.4-360507,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.4-360555,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171945.7-360524,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171946.0-360510,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171946.3-360630,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171946.6-360557,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171946.8-360529,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171946.8-360559,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171947.5-360541,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171947.7-360545,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,33,False,False
2CXO J171951.8-361116,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6818,0.6818,0.0,39,36,True,True
2CXO J171955.5-360631,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7496,0.7496,0.0,35,35,False,False
2CXO J172001.3-010048,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7345,0.7345,0.0,27,2,False,False
2CXO J172003.1-355821,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,14,False,False
2CXO J172011.0-360759,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7958,0.7958,0.0,37,31,False,False
2CXO J172014.8-360123,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,28,False,False
2CXO J172032.3-355407,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,6,1,False,False
2CXO J172036.6-355937,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6298,0.6298,0.0,31,3,False,False
2CXO J172036.9-005615,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,7,2,False,False
2CXO J172039.3+262555,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7409,0.7409,0.0,12,25,False,False
2CXO J172043.8-005849,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,12,False,False
2CXO J172045.3-360316,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,36,False,False
2CXO J172051.7-371657,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,29,27,False,False
2CXO J172057.8-355921,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6588,0.6588,0.0,35,37,False,False
2CXO J172058.3-194243,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,29,26,False,False
2CXO J172059.9-005207,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5954,0.5954,0.0,16,17,False,False
2CXO J172106.3+354254,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6851,0.6851,0.0,22,16,False,False
2CXO J172128.8-373155,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,13,32,False,False
2CXO J172142.3+655513,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7603,0.7603,0.0,11,26,False,False
2CXO J172145.7+315540,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.898,0.898,0.0,19,6,False,False
2CXO J172148.5-360857,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.8024,0.8024,0.0,32,35,False,False
2CXO J172200.5+315728,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7464,0.7464,0.0,18,23,False,False
2CXO J172203.0-383356,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,7,True,True
2CXO J172206.0-361739,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,39,True,True
2CXO J172213.5-650030,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,31,False,False
2CXO J172225.6-001855,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6487,0.6487,0.0,20,10,False,False
2CXO J172232.9-001328,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,25,False,False
2CXO J172233.3-002633,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,24,False,False
2CXO J172236.7-362045,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,7,38,False,False
2CXO J172241.5-002634,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,39,True,True
2CXO J172245.3-001946,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,12,2,False,False
2CXO J172251.9+592531,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8014,0.8014,0.0,8,9,False,False
2CXO J172259.7-340439,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,20,False,False
2CXO J172309.8-001523,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,5,0,True,True
2CXO J172311.3-001927,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,27,True,True
2CXO J172322.2-645737,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,8,False,False
2CXO J172333.8-003133,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,17,True,True
2CXO J172344.3+505212,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8399,0.8399,0.0,8,6,False,False
2CXO J172354.0-340849,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,18,False,False
2CXO J172401.4+660034,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.9401,0.9401,0.0,21,3,False,False
2CXO J172441.4-341325,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,1,False,False
2CXO J172442.0-341236,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,1,False,False
2CXO J172443.0-341129,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7537,0.7537,0.0,35,0,True,True
2CXO J172443.5-341128,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7537,0.7537,0.0,35,0,True,True
2CXO J172444.1-341122,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7537,0.7537,0.0,35,0,True,True
2CXO J172444.2-341014,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,8,False,False
2CXO J172444.4-341147,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7537,0.7537,0.0,35,0,True,True
2CXO J172445.6-340930,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,8,False,False
2CXO J172446.4-341100,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7349,0.7349,0.0,37,33,False,False
2CXO J172446.6-374013,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,31,False,False
2CXO J172447.1-341051,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7349,0.7349,0.0,37,33,False,False
2CXO J172450.8-341306,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,21,False,False
2CXO J172453.4-262319,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,15,False,False
2CXO J172526.7-342337,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,18,False,False
2CXO J172544.7-342719,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,22,True,True
2CXO J172553.7-341224,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172554.0-341223,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172555.5-341230,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172555.9-341230,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172556.2-341230,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172556.5-341240,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,30,False,False
2CXO J172601.2-341548,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6133,0.6133,0.0,36,24,False,False
2CXO J172601.2-341646,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172601.7-341631,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172602.5-341645,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172602.7-341705,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172603.2-341622,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172603.2-341647,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172603.2-341657,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172603.5-341656,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172603.9-341604,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172604.2-341608,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172604.2-341621,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172604.4-341649,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172604.5-341635,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172604.6-341619,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.7049,0.7049,0.0,36,1,False,False
2CXO J172644.3-343541,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.8044,0.8044,0.0,25,12,False,False
2CXO J172652.4-343634,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,27,False,False
2CXO J172742.8-345913,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,1,10,False,False
2CXO J172848.5+551613,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7344,0.7344,0.0,9,25,False,False
2CXO J172858.7-361436,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,18,True,True
2CXO J172918.8-233854,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,26,True,True
2CXO J172953.1-213502,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,18,False,False
2CXO J173025.7-670937,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,39,True,True
2CXO J173034.3-213238,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,5,False,False
2CXO J173036.9-213129,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,15,False,False
2CXO J173058.6-212822,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,38,False,False
2CXO J173120.1-185200,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,15,False,False
2CXO J173131.0+223803,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7332,0.7332,0.0,9,0,True,True
2CXO J173143.8+663856,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.886,0.886,0.0,14,3,False,False
2CXO J173215.9+224524,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7712,0.7712,0.0,4,18,False,False
2CXO J173241.6-665743,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7704,0.7704,0.0,16,12,False,False
2CXO J173300.7+663653,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5748,0.5748,0.0,1,9,False,False
2CXO J173313.6+640729,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7975,0.7975,0.0,15,5,False,False
2CXO J173324.5-332320,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,18,True,True
2CXO J173332.5-181735,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,27,False,False
2CXO J173341.7+434835,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7945,0.7945,0.0,11,14,False,False
2CXO J173357.5-220156,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.5359,0.5359,0.0,1,39,True,True
2CXO J173402.6-215454,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,15,39,True,True
2CXO J173403.8-261300,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,18,False,False
2CXO J173416.8-260131,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5354,0.5354,0.0,35,14,False,False
2CXO J173442.5-323452,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,36,False,False
2CXO J173545.9-401128,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,28,13,False,False
2CXO J173552.2-401306,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,16,False,False
2CXO J173621.6-444827,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.66,0.66,0.0,10,0,True,True
2CXO J173634.8-400817,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,9,False,False
2CXO J173636.1-443928,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,5,False,False
2CXO J173721.3-445158,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5753,0.5753,0.0,32,4,False,False
2CXO J173859.6-282449,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,19,False,False
2CXO J173911.2-304934,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,2,False,False
2CXO J173916.3-534313,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6627,0.6627,0.0,0,31,True,True
2CXO J173918.4-282339,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,38,14,False,False
2CXO J173930.0-294210,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,19,True,True
2CXO J173948.8+095907,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,25,False,False
2CXO J173950.1-533823,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5849,0.5849,0.0,10,9,False,False
2CXO J173954.3-534915,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8307,0.8307,0.0,15,1,False,False
2CXO J174002.1+094721,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,0,True,True
2CXO J174008.6-535634,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,0,True,True
2CXO J174031.5+095410,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8391,0.8391,0.0,16,6,False,False
2CXO J174037.5+094710,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.9035,0.9035,0.0,21,2,False,False
2CXO J174046.9+095302,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7132,0.7132,0.0,17,10,False,False
2CXO J174058.2-534618,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,19,False,False
2CXO J174109.6+684157,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6773,0.6773,0.0,12,17,False,False
2CXO J174113.5-534514,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,15,39,True,True
2CXO J174139.2-534437,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5949,0.5949,0.0,35,20,False,False
2CXO J174200.3-205446,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,39,True,True
2CXO J174210.0-534843,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5895,0.5895,0.0,13,7,False,False
2CXO J174345.5-292948,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,25,False,False
2CXO J174346.5+324556,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7619,0.7619,0.0,13,26,False,False
2CXO J174413.4+330255,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7747,0.7747,0.0,11,7,False,False
2CXO J174430.1-113215,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,22,True,True
2CXO J174431.8-114328,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,38,False,False
2CXO J174434.2+622016,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8307,0.8307,0.0,15,1,False,False
2CXO J174439.0-284857,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,32,False,False
2CXO J174446.1+325346,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,21,False,False
2CXO J174450.2-113036,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,22,False,False
2CXO J174451.6-285010,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,30,False,False
2CXO J174451.6-285042,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,30,False,False
2CXO J174452.1-285021,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,30,False,False
2CXO J174458.7+325031,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8445,0.8445,0.0,19,5,False,False
2CXO J174501.1-295813,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6202,0.6202,0.0,26,38,False,False
2CXO J174505.4-180648,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,8,0,True,True
2CXO J174534.1-290115,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174535.2-290101,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174535.4-290113,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174535.7-290109,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174535.8-290103,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174536.5-290114,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174536.6-290202,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174536.9-290132,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174536.9-290149,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174537.0-290151,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174537.1-290135,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,38,True,True
2CXO J174540.4-290046,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,31,True,True
2CXO J174540.9-290007,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,30,False,False
2CXO J174541.3-290854,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5359,0.5359,0.0,26,39,True,True
2CXO J174551.2-295603,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,26,False,False
2CXO J174607.4-290017,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,26,False,False
2CXO J174608.1-290015,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,26,False,False
2CXO J174608.2-285932,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,26,False,False
2CXO J174609.0-290014,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,26,False,False
2CXO J174609.2-290008,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,26,False,False
2CXO J174620.7-292007,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,12,23,False,False
2CXO J174621.1-292014,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,12,23,False,False
2CXO J174632.4-321439,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7062,0.7062,0.0,22,36,False,False
2CXO J174654.6-300639,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6454,0.6454,0.0,28,35,False,False
