id,hard_hm,hard_ms,hard_hs,bb_kt,powlaw_gamma,var_prob_b,var_prob_h,var_prob_s,var_ratio_b,var_ratio_h,var_ratio_s,otype,powlaw_gamma_log_norm,bb_kt_log_norm,var_ratio_b_log_norm,var_ratio_h_log_norm,var_ratio_s_log_norm,var_ratio_b_to_log_norm,var_ratio_h_to_log_norm,var_ratio_s_to_log_norm,powlaw_gamma_to_log_norm,bb_kt_to_log_norm
0,-0.042473454091193,-0.40599625234229,-0.44097439100562,0.439048,2.21742,0.067012165926449,0.11315141068153,0.08028245469829,0.001167685450854,0.0150520532870016,0.0043602881141275,QSO,0.408900615815553,0.1610917483855742,0.7594191392749126,0.8144922759490633,0.7787385995092054,0.001167685450854,0.0150520532870016,0.0043602881141275,2.21742,0.439048
1,0.033728919425359,-0.35852592129919,-0.32979387882573,0.456196,1.98763,0.32799382481449,0.059138567574441,0.082536842489763,0.0306498797239637,0.001578394913898,0.005458398256111,AGN,0.3914476982108841,0.1664506598009363,0.8367328149477402,0.760259232725431,0.7843279019932756,0.0306498797239637,0.001578394913898,0.005458398256111,1.98763,0.456196
2,-0.368519675203,-0.58588382261087,-0.78700811992505,0.276493,4.14544,0.058901156914692,0.45552561001277,0.05070191125688,0.0003085327773672,0.0913852040226153,0.0010092595806812,InteractingG,0.5553368149545657,0.0964130816639784,0.7279279745288443,0.857866310941387,0.7423257924459461,0.0003085327773672,0.0913852040226153,0.0010092595806812,4.14544,0.276493
3,0.092442223610244,-0.21486570893192,-0.1261711430356,0.589777,1.77696,0.27338757534896,0.13203808771576,0.23055603125204,0.1120490442364947,0.0352315569612016,0.0484496755547961,EmissionG,0.3754469751516753,0.2023720847720877,0.8674043083005407,0.834944213454635,0.8386581760678502,0.1120490442364947,0.0352315569612016,0.0484496755547961,1.77696,0.589777
4,-0.032479700187383,-0.24359775140537,-0.30730793254216,0.59452,2.1925,0.085854873620747,0.63668663428013,0.39152664956938,0.0032786070680869,0.1509670692078101,0.0715164715245945,Galaxy,0.4070079020042107,0.203492415421843,0.7838462828066624,0.8699383833403884,0.8483479323584089,0.0032786070680869,0.1509670692078101,0.0715164715245945,2.1925,0.59452
5,0.068707058088695,-0.27108057464085,-0.20612117426608,0.589666,1.77824,0.041548703242555,0.075539616355197,0.056393432322107,0.0001361929976888,0.0045227917606231,0.0021480229073398,Seyfert1,0.3755441931965596,0.2023457580115687,0.7085793540054726,0.7855761199580641,0.7611211996650231,0.0001361929976888,0.0045227917606231,0.0021480229073398,1.77824,0.589666
6,0.34853216739538,0.54465958775765,0.75202998126171,0.876036,2.12437,1.0,1.0,0.99998590363666,1.285004952030533,1.2864594006943246,0.8140637398606584,YSO,0.4018333196620457,0.2577130207389809,0.9251263943153476,0.9214654664023996,0.9088677869437656,1.285004952030533,1.2864594006943246,0.8140637398606584,2.12437,0.876036
7,-0.66458463460337,-0.41224234853217,-0.84572142410993,0.284463,5.4894,0.065619393123093,0.18058753773375,0.077801815283994,0.002116612256127,0.0374455230608899,0.0015876233521783,SB*,0.657412724019237,0.1003878346949222,0.7734923371246711,0.836409879106031,0.7535986238280347,0.002116612256127,0.0374455230608899,0.0015876233521783,5.4894,0.284463
8,0.13866333541537,-0.017489069331668,0.12242348532167,0.675022,2.51042,0.93370016217015,0.78912111151155,0.46877613894366,0.3480794066963343,0.2181485307656128,0.0966486635428112,YSO,0.4311544339023626,0.2212545065221872,0.8942235166865959,0.878791167418528,0.8558417649003971,0.3480794066963343,0.2181485307656128,0.0966486635428112,2.51042,0.675022
9,0.20237351655215,0.34603372891943,0.51467832604622,0.706056,2.56421,1.0,1.0,0.96154613637176,0.7955471464547381,0.8827232710798371,0.585495992042051,YSO,0.4352398703354326,0.2275415152328283,0.913781400875876,0.912407715539534,0.9006666422790188,0.7955471464547381,0.8827232710798371,0.585495992042051,2.56421,0.706056
